source_file,sub_question,search_query,video_id,video_title,channel,video_published_at,video_view_count,video_like_count,comment_author,comment_text,comment_published_at,comment_like_count,video_url,comment_text_clean,word_count,language,tokens,tokens_joined
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@SZanimasi,How cute you 😂,2025-11-13T06:10:43Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,How cute you 😂,4,en,['cute'],cute
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@OtroFanDeSantinoTrenes,Nothing is talking the IA,2025-11-13T02:58:54Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Nothing is talking the IA,5,en,"['nothing', 'talking', 'ia']",nothing talking ia
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@AiOverTime,"Nice, the alligator still looks uncooked though....",2025-10-21T00:14:17Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,"Nice, the alligator still looks uncooked though....",7,en,"['nice', 'alligator', 'uncooked', 'though']",nice alligator uncooked though
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@YulMooo.2103,This is super cute 🐶💫 I share similar poodle AI art stories on my channel!,2025-09-21T00:38:40Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,This is super cute 🐶💫 I share similar poodle AI art stories on my channel!,15,en,"['super', 'cute', 'share', 'similar', 'poodle', 'stories', 'channel']",super cute share similar poodle stories channel
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@LooeyRodgerAndDyleFan,I am surrounded by idiots...    ANY HUMANS HERE!???!!??!,2025-09-03T05:41:35Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,I am surrounded by idiots... ANY HUMANS HERE!???!!??!,8,en,"['surrounded', 'idiots', 'humans']",surrounded idiots humans
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@kyriegodoy-h3b,Bro was her friend and cook him😂,2025-08-17T01:10:05Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Bro was her friend and cook him😂,7,en,"['friend', 'cook']",friend cook
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@MinnerDutro,I ve had this on repeat all day,2025-08-15T18:48:39Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,I ve had this on repeat all day,8,en,"['repeat', 'day']",repeat day
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@AmirHussain-up1wl,Can we all agree this creator deserves more recognition,2025-08-06T20:05:31Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Can we all agree this creator deserves more recognition,9,en,"['agree', 'creator', 'deserves', 'recognition']",agree creator deserves recognition
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@FunTalk_AI,Whoa! The way this was shot reminds me of that crazy #pawtomation 😂🔥 Anyone else seen that one?,2025-07-26T16:14:13Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Whoa! The way this was shot reminds me of that crazy #pawtomation 😂🔥 Anyone else seen that one?,18,en,"['whoa', 'shot', 'reminds', 'crazy', 'pawtomation', 'anyone', 'else', 'seen']",whoa shot reminds crazy pawtomation anyone else seen
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@LindaKurti-j8o,That cat is evil,2025-07-22T12:26:55Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,That cat is evil,4,en,['evil'],evil
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@rolirajbharrajbhar4388,This video randomly popped up and I m glad it did,2025-07-15T22:25:18Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,This video randomly popped up and I m glad it did,11,en,"['randomly', 'popped', 'glad']",randomly popped glad
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@kaka-zx4fh,Your consistency is inspiring—keep going,2025-07-14T03:46:06Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,Your consistency is inspiring—keep going,5,en,"['consistency', 'inspiring', 'keep']",consistency inspiring keep
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@FactBangzZ01,this cat so crazy,2025-07-08T14:25:35Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,this cat so crazy,4,en,['crazy'],crazy
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@ThaseenaThaseena-rj1mm,I ve had this on repeat all day,2025-07-06T12:04:31Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,I ve had this on repeat all day,8,en,"['repeat', 'day']",repeat day
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@MaryFleming-x9q,This is the best video in the world😂😂😂😂😂😂😂😂😂😂😂❤❤❤❤❤❤❤❤😂😂😂🎉,2025-07-05T23:36:56Z,5,https://www.youtube.com/watch?v=V9fNA72-mBA,This is the best video in the world😂😂😂😂😂😂😂😂😂😂😂❤❤❤❤❤❤❤❤😂😂😂🎉,8,en,"['best', 'world']",best world
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@Harjindersingh-pu2ix,The editing is top-tier. Seriously impressive,2025-07-05T14:43:26Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,The editing is top-tier. Seriously impressive,6,en,"['editing', 'top', 'tier', 'seriously', 'impressive']",editing top tier seriously impressive
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@KawsarInaya,Please support me 🙏,2025-07-05T07:13:41Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Please support me 🙏,4,en,['support'],support
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@ashokwalikar2863,That transition at 3:12 was chefs kiss,2025-07-02T15:25:47Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,That transition at 3:12 was chefs kiss,7,en,"['transition', 'chefs', 'kiss']",transition chefs kiss
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@catchiiShorts,I can't stop laughing😂,2025-07-02T07:57:25Z,6,https://www.youtube.com/watch?v=V9fNA72-mBA,I can't stop laughing😂,4,en,"['stop', 'laughing']",stop laughing
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@KIDDOO-w4b,What a family😂😂❤,2026-05-19T21:19:46Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,What a family😂😂❤,3,en,['family'],family
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@RadhaKumari-qt3hq,Happy birthday to you 🎂🎂🧁😂🍭🍰🍰🧁🧁,2026-05-18T06:45:24Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,Happy birthday to you 🎂🎂🧁😂🍭🍰🍰🧁🧁,5,en,"['happy', 'birthday']",happy birthday
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@CREATORQUEEN-x8h,Verry good story 😀,2026-05-16T08:52:54Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,Verry good story 😀,4,en,"['verry', 'story']",verry story
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@UmanathPaswan-w1j3d,So beautifull song hai ❤❤😮😊🎉🤩😃😀😄😘😍🥰👍👑🍎❤️❤🌹♥️🥻🫶🙏🤩🥰😍😘,2026-05-11T16:26:36Z,1,https://www.youtube.com/watch?v=U68-_0XvZ00,So beautifull song hai ❤❤😮😊🎉🤩😃😀😄😘😍🥰👍👑🍎❤️❤🌹♥️🥻🫶🙏🤩🥰😍😘,5,en,"['beautifull', 'song', 'hai']",beautifull song hai
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@HwiiwUeuue,❤❤ happy birthday to you❤❤ dear,2026-04-24T05:48:10Z,1,https://www.youtube.com/watch?v=U68-_0XvZ00,❤❤ happy birthday to you❤❤ dear,6,en,"['happy', 'birthday', 'dear']",happy birthday dear
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@CharanSingh-p4v2r,P happy birthday to you DP❤🎉🎉😢😮😅😊😂🎉😮,2026-04-22T07:09:01Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,P happy birthday to you DP❤🎉🎉😢😮😅😊😂🎉😮,6,en,"['happy', 'birthday', 'dp']",happy birthday dp
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@BabarAli-je9mj,Happy birthday to you 🎉🎉🎉🎂🎂🎂,2026-04-19T15:42:09Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,Happy birthday to you 🎉🎉🎉🎂🎂🎂,5,en,"['happy', 'birthday']",happy birthday
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@KhyreéParks-z2u,Damn a red one has a kinfe rip my boy,2026-05-22T22:46:11Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,Damn a red one has a kinfe rip my boy,10,en,"['damn', 'kinfe', 'rip', 'boy']",damn kinfe rip boy
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@jesserondinelli2086,Woah dude ai is fucking insane,2026-05-22T21:56:10Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,Woah dude ai is fucking insane,6,en,"['woah', 'dude', 'fucking', 'insane']",woah dude fucking insane
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@haitianblack9962,Abcdefg gummy bears are chasing me,2026-05-22T00:30:54Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,Abcdefg gummy bears are chasing me,6,en,['abcdefg'],abcdefg
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@gaby.gabrielabn.2016,i ate your shoe soory,2026-05-21T15:45:04Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,i ate your shoe soory,5,en,"['ate', 'soory']",ate soory
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@mochanumber913yt,NOW IM RUNNING EVEN FASTER CZ THE BLUE ONE HAS A BLASTER,2026-05-20T16:37:52Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,NOW IM RUNNING EVEN FASTER CZ THE BLUE ONE HAS A BLASTER,12,en,"['faster', 'cz']",faster cz
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@rebecaperez8688,"A, B, C, D, E, F, G Gummy bears are chasing me One is red, one is blue One is trying to steal my shoe Now i’m running for my life Cause the red one had a knife",2026-05-20T03:57:51Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,"A, B, C, D, E, F, G Gummy bears are chasing me One is red, one is blue One is trying to steal my shoe Now i’m running for my life Cause the red one had a knife",38,en,"['trying', 'steal', 'life', 'cause']",trying steal life cause
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@Ariaseville227,Now I’m running even faster cuz the blue one has a blaster,2026-05-19T14:46:42Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,Now I’m running even faster cuz the blue one has a blaster,12,en,"['faster', 'cuz']",faster cuz
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@JunReyDariagan,Run for your life the red gummy bear has a k***,2026-05-18T04:29:34Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,Run for your life the red gummy bear has a k***,11,en,"['life', 'bear']",life bear
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@cute-o7n1m,"littery little boy, he says theres the damn gummy bears RUN!!!!!",2026-05-18T03:37:16Z,1,https://www.youtube.com/watch?v=dwdjHh5S3qs,"littery little boy, he says theres the damn gummy bears RUN!!!!!",11,en,"['littery', 'little', 'boy', 'says', 'theres', 'damn']",littery little boy says theres damn
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@TheRealM4NJU,Steam machine got delayed and steam deck went out of stock because of this slop btw,2026-05-17T15:56:34Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,Steam machine got delayed and steam deck went out of stock because of this slop btw,16,en,"['steam', 'machine', 'delayed', 'steam', 'deck', 'went', 'stock', 'slop', 'btw']",steam machine delayed steam deck went stock slop btw
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@Noobzzzzzzzzzz,please quit youtube this is just ai slop and your channel disgusts me,2026-05-11T23:55:29Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,please quit youtube this is just ai slop and your channel disgusts me,13,en,"['quit', 'slop', 'channel', 'disgusts']",quit slop channel disgusts
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@L4nA_C4Nz,I HATE AI!!💢,2026-05-07T04:16:27Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,I HATE AI!!💢,3,en,['hate'],hate
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@arjhemchicote3243,Is that so funny hahaha😂😂😂😂😂,2026-05-05T04:36:40Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,Is that so funny hahaha😂😂😂😂😂,5,en,"['funny', 'hahaha']",funny hahaha
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@gilbertbalicao8183,I bet the blue one has a nuclear bomb,2026-05-03T04:21:32Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,I bet the blue one has a nuclear bomb,9,en,"['bet', 'nuclear', 'bomb']",bet nuclear bomb
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@cooleditz-i4x,BRO CANT ANYONE JUST LOOK AT THE GRAY SPOT OF THE FUCKING AI???,2026-05-01T15:31:33Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,BRO CANT ANYONE JUST LOOK AT THE GRAY SPOT OF THE FUCKING AI???,13,en,"['cant', 'anyone', 'gray', 'spot', 'fucking']",cant anyone gray spot fucking
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@ilovecakes_763,This is going viral,2026-05-01T06:29:13Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,This is going viral,4,en,['viral'],viral
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@RockstarFunDun,ONE IS RED 1️⃣ One is blue 2️⃣ one is green 3️⃣ now I’m running for my life cause red has a knife and green has a gun!!!!!AAAAHHAHAÆÆ,2026-04-29T22:53:44Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,ONE IS RED 1️⃣ One is blue 2️⃣ one is green 3️⃣ now I’m running for my life cause red has a knife and green has a gun!!!!!AAAAHHAHAÆÆ,28,en,"['green', 'life', 'cause', 'green', 'gun', 'aaaahhaha']",green life cause green gun aaaahhaha
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@RamirezKhenkhen,ABCDEFG Gummy bears are chasing me one is red one is blue one is trying to steal my shoe now I'm running for my life cause the red one has a kni- 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2026-04-29T05:33:33Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,ABCDEFG Gummy bears are chasing me one is red one is blue one is trying to steal my shoe now I'm running for my life cause the red one has a kni- 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,33,en,"['abcdefg', 'trying', 'steal', 'life', 'cause', 'kni']",abcdefg trying steal life cause kni
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@MrMenFanatic-kp5cw,I Don't Like The Knife Part 🙄,2026-04-28T22:46:25Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,I Don't Like The Knife Part 🙄,7,en,['part'],part
